cluster_id,real_identity_id,known_user_id,cluster_size,edge_count,identity_confidence_score,explainability
cluster_016751,rid_016751,ku_016751,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016752,rid_016752,ku_016752,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016753,rid_016753,ku_016753,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016754,rid_016754,ku_016754,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016755,rid_016755,ku_016755,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016756,rid_016756,ku_016756,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016757,rid_016757,ku_016757,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016758,rid_016758,ku_016758,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016759,rid_016759,ku_016759,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016760,rid_016760,ku_016760,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016761,rid_016761,ku_016761,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016762,rid_016762,ku_016762,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016763,rid_016763,ku_016763,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016764,rid_016764,ku_016764,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016765,rid_016765,ku_016765,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016766,rid_016766,ku_016766,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016767,rid_016767,ku_016767,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016768,rid_016768,ku_016768,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016769,rid_016769,ku_016769,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016770,rid_016770,ku_016770,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016771,rid_016771,ku_016771,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016772,rid_016772,ku_016772,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016773,rid_016773,ku_016773,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016774,rid_016774,ku_016774,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016775,rid_016775,ku_016775,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016776,rid_016776,ku_016776,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016777,rid_016777,ku_016777,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016778,rid_016778,ku_016778,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016779,rid_016779,ku_016779,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016780,rid_016780,ku_016780,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016781,rid_016781,ku_016781,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016782,rid_016782,ku_016782,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016783,rid_016783,ku_016783,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016784,rid_016784,ku_016784,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016785,rid_016785,ku_016785,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016786,rid_016786,ku_016786,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016787,rid_016787,ku_016787,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016788,rid_016788,ku_016788,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016789,rid_016789,ku_016789,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016790,rid_016790,ku_016790,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016791,rid_016791,ku_016791,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016792,rid_016792,ku_016792,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016793,rid_016793,ku_016793,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016794,rid_016794,ku_016794,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016795,rid_016795,ku_016795,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016796,rid_016796,ku_016796,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016797,rid_016797,ku_016797,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016798,rid_016798,ku_016798,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016799,rid_016799,ku_016799,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016800,rid_016800,ku_016800,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016801,rid_016801,ku_016801,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016802,rid_016802,ku_016802,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016803,rid_016803,ku_016803,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016804,rid_016804,ku_016804,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016805,rid_016805,ku_016805,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016806,rid_016806,ku_016806,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016807,rid_016807,ku_016807,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016808,rid_016808,ku_016808,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016809,rid_016809,ku_016809,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016810,rid_016810,ku_016810,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016811,rid_016811,ku_016811,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016812,rid_016812,ku_016812,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016813,rid_016813,ku_016813,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016814,rid_016814,ku_016814,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016815,rid_016815,ku_016815,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016816,rid_016816,ku_016816,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016817,rid_016817,ku_016817,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016818,rid_016818,ku_016818,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016819,rid_016819,ku_016819,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016820,rid_016820,ku_016820,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016821,rid_016821,ku_016821,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016822,rid_016822,ku_016822,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016823,rid_016823,ku_016823,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016824,rid_016824,ku_016824,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016825,rid_016825,ku_016825,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016826,rid_016826,ku_016826,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016827,rid_016827,ku_016827,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016828,rid_016828,ku_016828,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016829,rid_016829,ku_016829,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016830,rid_016830,ku_016830,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016831,rid_016831,ku_016831,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016832,rid_016832,ku_016832,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016833,rid_016833,ku_016833,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016834,rid_016834,ku_016834,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016835,rid_016835,ku_016835,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016836,rid_016836,ku_016836,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016837,rid_016837,ku_016837,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016838,rid_016838,ku_016838,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016839,rid_016839,ku_016839,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016840,rid_016840,ku_016840,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016841,rid_016841,ku_016841,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016842,rid_016842,ku_016842,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016843,rid_016843,ku_016843,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016844,rid_016844,ku_016844,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016845,rid_016845,ku_016845,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016846,rid_016846,ku_016846,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016847,rid_016847,ku_016847,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016848,rid_016848,ku_016848,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016849,rid_016849,ku_016849,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016850,rid_016850,ku_016850,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016851,rid_016851,ku_016851,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016852,rid_016852,ku_016852,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016853,rid_016853,ku_016853,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016854,rid_016854,ku_016854,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016855,rid_016855,ku_016855,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016856,rid_016856,ku_016856,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016857,rid_016857,ku_016857,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016858,rid_016858,ku_016858,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016859,rid_016859,ku_016859,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016860,rid_016860,ku_016860,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016861,rid_016861,ku_016861,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016862,rid_016862,ku_016862,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016863,rid_016863,ku_016863,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016864,rid_016864,ku_016864,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016865,rid_016865,ku_016865,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016866,rid_016866,ku_016866,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016867,rid_016867,ku_016867,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016868,rid_016868,ku_016868,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016869,rid_016869,ku_016869,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016870,rid_016870,ku_016870,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016871,rid_016871,ku_016871,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016872,rid_016872,ku_016872,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016873,rid_016873,ku_016873,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016874,rid_016874,ku_016874,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016875,rid_016875,ku_016875,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016876,rid_016876,ku_016876,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016877,rid_016877,ku_016877,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016878,rid_016878,ku_016878,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016879,rid_016879,ku_016879,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016880,rid_016880,ku_016880,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016881,rid_016881,ku_016881,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016882,rid_016882,ku_016882,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016883,rid_016883,ku_016883,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016884,rid_016884,ku_016884,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016885,rid_016885,ku_016885,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016886,rid_016886,ku_016886,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016887,rid_016887,ku_016887,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016888,rid_016888,ku_016888,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016889,rid_016889,ku_016889,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016890,rid_016890,ku_016890,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016891,rid_016891,ku_016891,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016892,rid_016892,ku_016892,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016893,rid_016893,ku_016893,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016894,rid_016894,ku_016894,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016895,rid_016895,ku_016895,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016896,rid_016896,ku_016896,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016897,rid_016897,ku_016897,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016898,rid_016898,ku_016898,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016899,rid_016899,ku_016899,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016900,rid_016900,ku_016900,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016901,rid_016901,ku_016901,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016902,rid_016902,ku_016902,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016903,rid_016903,ku_016903,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016904,rid_016904,ku_016904,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016905,rid_016905,ku_016905,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016906,rid_016906,ku_016906,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016907,rid_016907,ku_016907,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016908,rid_016908,ku_016908,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016909,rid_016909,ku_016909,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016910,rid_016910,ku_016910,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016911,rid_016911,ku_016911,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016912,rid_016912,ku_016912,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016913,rid_016913,ku_016913,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016914,rid_016914,ku_016914,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016915,rid_016915,ku_016915,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016916,rid_016916,ku_016916,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016917,rid_016917,ku_016917,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016918,rid_016918,ku_016918,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016919,rid_016919,ku_016919,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016920,rid_016920,ku_016920,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016921,rid_016921,ku_016921,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016922,rid_016922,ku_016922,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016923,rid_016923,ku_016923,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016924,rid_016924,ku_016924,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016925,rid_016925,ku_016925,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016926,rid_016926,ku_016926,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016927,rid_016927,ku_016927,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016928,rid_016928,ku_016928,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016929,rid_016929,ku_016929,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016930,rid_016930,ku_016930,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016931,rid_016931,ku_016931,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016932,rid_016932,ku_016932,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016933,rid_016933,ku_016933,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016934,rid_016934,ku_016934,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016935,rid_016935,ku_016935,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016936,rid_016936,ku_016936,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016937,rid_016937,ku_016937,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016938,rid_016938,ku_016938,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016939,rid_016939,ku_016939,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016940,rid_016940,ku_016940,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016941,rid_016941,ku_016941,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016942,rid_016942,ku_016942,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016943,rid_016943,ku_016943,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016944,rid_016944,ku_016944,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016945,rid_016945,ku_016945,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016946,rid_016946,ku_016946,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016947,rid_016947,ku_016947,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016948,rid_016948,ku_016948,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016949,rid_016949,ku_016949,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016950,rid_016950,ku_016950,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016951,rid_016951,ku_016951,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016952,rid_016952,ku_016952,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016953,rid_016953,ku_016953,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016954,rid_016954,ku_016954,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016955,rid_016955,ku_016955,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016956,rid_016956,ku_016956,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016957,rid_016957,ku_016957,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016958,rid_016958,ku_016958,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016959,rid_016959,ku_016959,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016960,rid_016960,ku_016960,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016961,rid_016961,ku_016961,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016962,rid_016962,ku_016962,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016963,rid_016963,ku_016963,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016964,rid_016964,ku_016964,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016965,rid_016965,ku_016965,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016966,rid_016966,ku_016966,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016967,rid_016967,ku_016967,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016968,rid_016968,ku_016968,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016969,rid_016969,ku_016969,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016970,rid_016970,ku_016970,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016971,rid_016971,ku_016971,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016972,rid_016972,ku_016972,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016973,rid_016973,ku_016973,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016974,rid_016974,ku_016974,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016975,rid_016975,ku_016975,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016976,rid_016976,ku_016976,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016977,rid_016977,ku_016977,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016978,rid_016978,ku_016978,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016979,rid_016979,ku_016979,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016980,rid_016980,ku_016980,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016981,rid_016981,ku_016981,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016982,rid_016982,ku_016982,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016983,rid_016983,ku_016983,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016984,rid_016984,ku_016984,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016985,rid_016985,ku_016985,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016986,rid_016986,ku_016986,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016987,rid_016987,ku_016987,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016988,rid_016988,ku_016988,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016989,rid_016989,ku_016989,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016990,rid_016990,ku_016990,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016991,rid_016991,ku_016991,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016992,rid_016992,ku_016992,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_016993,rid_016993,ku_016993,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016994,rid_016994,ku_016994,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016995,rid_016995,ku_016995,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_016996,rid_016996,ku_016996,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_016997,rid_016997,ku_016997,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016998,rid_016998,ku_016998,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_016999,rid_016999,ku_016999,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017000,rid_017000,ku_017000,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017001,rid_017001,ku_017001,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017002,rid_017002,ku_017002,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017003,rid_017003,ku_017003,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017004,rid_017004,ku_017004,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017005,rid_017005,ku_017005,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017006,rid_017006,ku_017006,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017007,rid_017007,ku_017007,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017008,rid_017008,ku_017008,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017009,rid_017009,ku_017009,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017010,rid_017010,ku_017010,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017011,rid_017011,ku_017011,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017012,rid_017012,ku_017012,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_017013,rid_017013,ku_017013,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017014,rid_017014,ku_017014,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017015,rid_017015,ku_017015,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017016,rid_017016,ku_017016,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017017,rid_017017,ku_017017,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017018,rid_017018,ku_017018,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_017019,rid_017019,ku_017019,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017020,rid_017020,ku_017020,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017021,rid_017021,ku_017021,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017022,rid_017022,ku_017022,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_017023,rid_017023,ku_017023,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017024,rid_017024,ku_017024,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017025,rid_017025,ku_017025,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017026,rid_017026,ku_017026,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017027,rid_017027,ku_017027,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_017028,rid_017028,ku_017028,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_017029,rid_017029,ku_017029,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
