real_identity_id,known_user_id,anonymous_user_id,device_id,cookie_id,email_hash,phone_hash,payment_instrument_id,support_account_id
rid_013661,ku_013661,au_029768,dev_021685,ck_021750,00000000000000000000355c,00000000000000000000355c,,
rid_013662,ku_013662,,dev_021756,,00000000000000000000355d,00000000000000000000355d,pay_003586,sup_006758
rid_013663,ku_013663,au_022852,dev_002048,ck_004312,00000000000000000000355e,00000000000000000000355e,,
rid_013664,ku_013664,au_006227,dev_031433,ck_031107,00000000000000000000355f,00000000000000000000355f,,
rid_013665,ku_013665,au_000373,dev_004154,ck_006416,000000000000000000003560,000000000000000000003560,pay_007413,
rid_013666,ku_013666,au_024088,dev_004269,ck_020764,000000000000000000003561,000000000000000000003561,,sup_006836
rid_013667,ku_013667,au_003953,dev_003481,ck_006436,000000000000000000003562,000000000000000000003562,pay_012399,
rid_013668,ku_013668,,dev_012679,ck_000990,000000000000000000003563,000000000000000000003563,,sup_006614
rid_013669,ku_013669,,dev_001283,ck_014644,000000000000000000003564,000000000000000000003564,pay_002855,
rid_013670,ku_013670,,dev_020493,ck_030609,000000000000000000003565,000000000000000000003565,,sup_009914
rid_013671,ku_013671,au_017506,dev_014248,ck_017017,000000000000000000003566,000000000000000000003566,pay_004707,sup_006324
rid_013672,ku_013672,au_002067,dev_031198,ck_000547,000000000000000000003567,000000000000000000003567,pay_021545,sup_001925
rid_013673,ku_013673,au_004429,dev_021506,,000000000000000000003568,000000000000000000003568,,
rid_013674,ku_013674,au_002415,dev_027152,,000000000000000000003569,000000000000000000003569,pay_011668,
rid_013675,ku_013675,,dev_014111,ck_011618,00000000000000000000356a,00000000000000000000356a,pay_005948,sup_006671
rid_013676,ku_013676,au_014323,dev_001702,ck_011802,00000000000000000000356b,00000000000000000000356b,pay_000483,sup_007793
rid_013677,ku_013677,au_001030,dev_020942,ck_012995,00000000000000000000356c,00000000000000000000356c,,
rid_013678,ku_013678,au_025015,dev_003327,ck_007429,00000000000000000000356d,00000000000000000000356d,,sup_000268
rid_013679,ku_013679,au_007308,dev_005364,ck_000040,00000000000000000000356e,00000000000000000000356e,pay_000682,
rid_013680,ku_013680,au_007150,,ck_003088,00000000000000000000356f,00000000000000000000356f,pay_001196,
rid_013681,ku_013681,au_000037,dev_015021,ck_012723,000000000000000000003570,000000000000000000003570,pay_015574,
rid_013682,ku_013682,au_001471,,ck_010108,000000000000000000003571,000000000000000000003571,pay_001624,
rid_013683,ku_013683,,dev_002805,ck_008015,000000000000000000003572,000000000000000000003572,pay_015759,sup_001305
rid_013684,ku_013684,au_009362,dev_010743,,000000000000000000003573,000000000000000000003573,pay_010684,sup_004411
rid_013685,ku_013685,au_008127,dev_011924,,000000000000000000003574,000000000000000000003574,,sup_004655
rid_013686,ku_013686,au_016105,dev_011606,ck_022887,000000000000000000003575,000000000000000000003575,,sup_001806
rid_013687,ku_013687,au_000911,dev_020511,ck_021370,000000000000000000003576,000000000000000000003576,pay_006815,sup_002057
rid_013688,ku_013688,au_011507,dev_000269,ck_029097,000000000000000000003577,000000000000000000003577,,
rid_013689,ku_013689,au_022094,dev_013309,ck_007246,000000000000000000003578,000000000000000000003578,,sup_004288
rid_013690,ku_013690,au_004277,,ck_014593,000000000000000000003579,000000000000000000003579,pay_007236,
rid_013691,ku_013691,au_006029,,ck_016001,00000000000000000000357a,00000000000000000000357a,pay_003470,sup_005600
rid_013692,ku_013692,au_002813,,ck_015802,00000000000000000000357b,00000000000000000000357b,pay_005848,sup_002023
rid_013693,ku_013693,au_021549,dev_013029,,00000000000000000000357c,00000000000000000000357c,,
rid_013694,ku_013694,au_002200,dev_002189,ck_016202,00000000000000000000357d,00000000000000000000357d,pay_015663,
rid_013695,ku_013695,,,ck_013655,00000000000000000000357e,00000000000000000000357e,,sup_002993
rid_013696,ku_013696,au_013443,dev_009131,ck_022635,00000000000000000000357f,00000000000000000000357f,pay_001010,sup_008309
rid_013697,ku_013697,,dev_023417,ck_009881,000000000000000000003580,000000000000000000003580,pay_003267,
rid_013698,ku_013698,au_016219,dev_013859,ck_000653,000000000000000000003581,000000000000000000003581,,
rid_013699,ku_013699,au_012590,dev_018688,ck_000679,000000000000000000003582,000000000000000000003582,,
rid_013700,ku_013700,au_010517,dev_001407,,000000000000000000003583,000000000000000000003583,pay_012900,sup_004157
rid_013701,ku_013701,au_024541,,,000000000000000000003584,000000000000000000003584,pay_021605,
rid_013702,ku_013702,au_009666,dev_001285,ck_023177,000000000000000000003585,000000000000000000003585,,
rid_013703,ku_013703,au_021010,,ck_008238,000000000000000000003586,000000000000000000003586,pay_010914,sup_002831
rid_013704,ku_013704,au_007239,,ck_020156,000000000000000000003587,000000000000000000003587,pay_016271,sup_004805
rid_013705,ku_013705,,dev_007055,ck_019848,000000000000000000003588,000000000000000000003588,pay_001289,sup_009404
rid_013706,ku_013706,au_024602,dev_002955,,000000000000000000003589,000000000000000000003589,pay_000773,sup_002673
rid_013707,ku_013707,au_005354,,ck_003610,00000000000000000000358a,00000000000000000000358a,pay_007593,sup_005368
rid_013708,ku_013708,,dev_004057,ck_019718,00000000000000000000358b,00000000000000000000358b,pay_001523,sup_004365
rid_013709,ku_013709,au_011190,dev_018603,ck_008951,00000000000000000000358c,00000000000000000000358c,pay_008934,sup_008156
rid_013710,ku_013710,au_017255,dev_006695,ck_006880,00000000000000000000358d,00000000000000000000358d,pay_000069,sup_002364
rid_013711,ku_013711,,dev_000472,ck_014629,00000000000000000000358e,00000000000000000000358e,pay_003751,sup_008915
rid_013712,ku_013712,au_000633,dev_017895,ck_012813,00000000000000000000358f,00000000000000000000358f,pay_006764,sup_007893
rid_013713,ku_013713,au_001948,dev_020276,ck_008374,000000000000000000003590,000000000000000000003590,,sup_007865
rid_013714,ku_013714,au_023070,dev_024608,,000000000000000000003591,000000000000000000003591,pay_003582,sup_002107
rid_013715,ku_013715,au_009093,dev_026549,,000000000000000000003592,000000000000000000003592,pay_004914,sup_004162
rid_013716,ku_013716,,,,000000000000000000003593,000000000000000000003593,,sup_006870
rid_013717,ku_013717,au_020531,,ck_010712,000000000000000000003594,000000000000000000003594,pay_015144,
rid_013718,ku_013718,au_029230,dev_003438,ck_005500,000000000000000000003595,000000000000000000003595,pay_000111,
rid_013719,ku_013719,au_009501,dev_009993,ck_010269,000000000000000000003596,000000000000000000003596,,
rid_013720,ku_013720,au_007005,dev_001626,ck_001896,000000000000000000003597,000000000000000000003597,pay_018304,
rid_013721,ku_013721,au_023972,,ck_037821,000000000000000000003598,000000000000000000003598,pay_013026,
rid_013722,ku_013722,,,ck_000354,000000000000000000003599,000000000000000000003599,pay_018210,
rid_013723,ku_013723,au_007512,dev_026975,,00000000000000000000359a,00000000000000000000359a,,sup_003583
rid_013724,ku_013724,au_001000,,ck_005839,00000000000000000000359b,00000000000000000000359b,pay_017104,
rid_013725,ku_013725,au_002607,dev_016680,,00000000000000000000359c,00000000000000000000359c,pay_009850,sup_008485
rid_013726,ku_013726,au_006219,,ck_003296,00000000000000000000359d,00000000000000000000359d,,sup_001569
rid_013727,ku_013727,au_001825,dev_005602,ck_000400,00000000000000000000359e,00000000000000000000359e,pay_000192,sup_008229
rid_013728,ku_013728,au_012811,,ck_019673,00000000000000000000359f,00000000000000000000359f,pay_018997,sup_003293
rid_013729,ku_013729,au_013930,dev_026729,ck_009563,0000000000000000000035a0,0000000000000000000035a0,pay_015572,sup_005219
rid_013730,ku_013730,au_029367,dev_017914,ck_020541,0000000000000000000035a1,0000000000000000000035a1,pay_015731,
rid_013731,ku_013731,au_018405,,ck_000467,0000000000000000000035a2,0000000000000000000035a2,pay_000966,sup_001729
rid_013732,ku_013732,au_004523,dev_019980,ck_035592,0000000000000000000035a3,0000000000000000000035a3,,
rid_013733,ku_013733,au_016700,dev_029801,,0000000000000000000035a4,0000000000000000000035a4,,sup_005154
rid_013734,ku_013734,au_008936,dev_004824,ck_030708,0000000000000000000035a5,0000000000000000000035a5,pay_020399,sup_004224
rid_013735,ku_013735,,,ck_005602,0000000000000000000035a6,0000000000000000000035a6,pay_001841,sup_001935
rid_013736,ku_013736,au_008135,,ck_035136,0000000000000000000035a7,0000000000000000000035a7,,
rid_013737,ku_013737,au_015192,dev_030295,ck_020376,0000000000000000000035a8,0000000000000000000035a8,pay_011996,sup_008978
rid_013738,ku_013738,au_026989,dev_017401,ck_015324,0000000000000000000035a9,0000000000000000000035a9,pay_016854,
rid_013739,ku_013739,au_000877,dev_020600,ck_009656,0000000000000000000035aa,0000000000000000000035aa,pay_000871,
rid_013740,ku_013740,au_004008,dev_013909,ck_035866,0000000000000000000035ab,0000000000000000000035ab,,
rid_013741,ku_013741,au_017766,,ck_003422,0000000000000000000035ac,0000000000000000000035ac,pay_013008,sup_007070
rid_013742,ku_013742,au_023491,dev_023694,,0000000000000000000035ad,0000000000000000000035ad,pay_009699,sup_006109
rid_013743,ku_013743,au_003984,dev_031690,,0000000000000000000035ae,0000000000000000000035ae,pay_001665,sup_009809
rid_013744,ku_013744,,,ck_013097,0000000000000000000035af,0000000000000000000035af,,sup_006413
rid_013745,ku_013745,au_007106,dev_027710,ck_017223,0000000000000000000035b0,0000000000000000000035b0,pay_018236,sup_002001
rid_013746,ku_013746,,,,0000000000000000000035b1,0000000000000000000035b1,,
rid_013747,ku_013747,au_023923,dev_003706,ck_030036,0000000000000000000035b2,0000000000000000000035b2,pay_001702,sup_000222
rid_013748,ku_013748,,dev_004383,ck_003002,0000000000000000000035b3,0000000000000000000035b3,pay_018240,
rid_013749,ku_013749,au_021920,dev_030030,ck_005624,0000000000000000000035b4,0000000000000000000035b4,pay_003967,sup_007918
rid_013750,ku_013750,au_000430,dev_005122,ck_013272,0000000000000000000035b5,0000000000000000000035b5,pay_020648,
rid_013751,ku_013751,au_017828,dev_007267,ck_037420,0000000000000000000035b6,0000000000000000000035b6,pay_004615,
rid_013752,ku_013752,au_003454,dev_004430,,0000000000000000000035b7,0000000000000000000035b7,,sup_001135
rid_013753,ku_013753,au_001416,dev_003377,ck_005719,0000000000000000000035b8,0000000000000000000035b8,,
rid_013754,ku_013754,,dev_031147,ck_020256,0000000000000000000035b9,0000000000000000000035b9,pay_014427,sup_009730
rid_013755,ku_013755,,,ck_006279,0000000000000000000035ba,0000000000000000000035ba,,sup_008583
rid_013756,ku_013756,au_027004,,ck_035403,0000000000000000000035bb,0000000000000000000035bb,,sup_008083
rid_013757,ku_013757,au_001322,,,0000000000000000000035bc,0000000000000000000035bc,pay_022344,
rid_013758,ku_013758,au_015139,,,0000000000000000000035bd,0000000000000000000035bd,pay_004865,sup_005825
rid_013759,ku_013759,au_002033,dev_024227,ck_002051,0000000000000000000035be,0000000000000000000035be,pay_016662,
rid_013760,ku_013760,au_002818,,ck_013075,0000000000000000000035bf,0000000000000000000035bf,pay_008818,sup_008066
rid_013761,ku_013761,au_001227,dev_009401,ck_005681,0000000000000000000035c0,0000000000000000000035c0,pay_000063,sup_002110
rid_013762,ku_013762,au_011688,dev_000951,ck_008258,0000000000000000000035c1,0000000000000000000035c1,pay_012842,
rid_013763,ku_013763,,dev_012373,ck_009271,0000000000000000000035c2,0000000000000000000035c2,pay_016937,sup_000787
rid_013764,ku_013764,,dev_028612,,0000000000000000000035c3,0000000000000000000035c3,pay_004058,sup_008998
rid_013765,ku_013765,au_003366,dev_018049,ck_008333,0000000000000000000035c4,0000000000000000000035c4,,
rid_013766,ku_013766,au_002284,dev_016225,ck_031317,0000000000000000000035c5,0000000000000000000035c5,pay_014805,
rid_013767,ku_013767,au_007771,dev_005924,ck_006459,0000000000000000000035c6,0000000000000000000035c6,pay_008388,sup_003793
rid_013768,ku_013768,,dev_011112,ck_019779,0000000000000000000035c7,0000000000000000000035c7,,
rid_013769,ku_013769,au_022553,dev_003252,ck_004226,0000000000000000000035c8,0000000000000000000035c8,,
rid_013770,ku_013770,au_022728,dev_013093,ck_007090,0000000000000000000035c9,0000000000000000000035c9,pay_003059,sup_005557
rid_013771,ku_013771,au_014432,dev_014103,ck_005959,0000000000000000000035ca,0000000000000000000035ca,pay_008307,sup_000310
rid_013772,ku_013772,au_001145,,ck_005117,0000000000000000000035cb,0000000000000000000035cb,pay_006844,
rid_013773,ku_013773,au_015905,dev_026474,ck_002029,0000000000000000000035cc,0000000000000000000035cc,,
rid_013774,ku_013774,,dev_010852,ck_007819,0000000000000000000035cd,0000000000000000000035cd,pay_013773,
rid_013775,ku_013775,au_018791,dev_009027,ck_012856,0000000000000000000035ce,0000000000000000000035ce,,
rid_013776,ku_013776,au_023363,dev_015444,,0000000000000000000035cf,0000000000000000000035cf,,
rid_013777,ku_013777,au_016456,dev_024088,,0000000000000000000035d0,0000000000000000000035d0,pay_008343,
rid_013778,ku_013778,au_014832,dev_021413,ck_020872,0000000000000000000035d1,0000000000000000000035d1,pay_002817,
rid_013779,ku_013779,au_000359,dev_009002,ck_009346,0000000000000000000035d2,0000000000000000000035d2,,
rid_013780,ku_013780,au_003409,dev_005787,,0000000000000000000035d3,0000000000000000000035d3,pay_004820,
rid_013781,ku_013781,,,,0000000000000000000035d4,0000000000000000000035d4,pay_005224,
rid_013782,ku_013782,au_004313,,ck_029797,0000000000000000000035d5,0000000000000000000035d5,pay_009576,
rid_013783,ku_013783,au_006510,dev_006931,ck_000210,0000000000000000000035d6,0000000000000000000035d6,pay_015205,sup_007740
rid_013784,ku_013784,au_001758,dev_026655,ck_000582,0000000000000000000035d7,0000000000000000000035d7,,
rid_013785,ku_013785,au_021794,,ck_011149,0000000000000000000035d8,0000000000000000000035d8,,
rid_013786,ku_013786,au_000159,,ck_003291,0000000000000000000035d9,0000000000000000000035d9,pay_007958,sup_004991
rid_013787,ku_013787,au_015212,dev_018732,ck_004690,0000000000000000000035da,0000000000000000000035da,pay_013503,sup_008270
rid_013788,ku_013788,au_018838,dev_017965,ck_006364,0000000000000000000035db,0000000000000000000035db,pay_004895,
rid_013789,ku_013789,au_003508,dev_002397,ck_027029,0000000000000000000035dc,0000000000000000000035dc,pay_006347,
rid_013790,ku_013790,au_008332,,ck_004750,0000000000000000000035dd,0000000000000000000035dd,,sup_009744
rid_013791,ku_013791,au_020785,dev_012608,ck_018010,0000000000000000000035de,0000000000000000000035de,pay_001533,
rid_013792,ku_013792,,dev_028805,,0000000000000000000035df,0000000000000000000035df,pay_000583,sup_001733
rid_013793,ku_013793,au_029278,dev_009885,ck_008600,0000000000000000000035e0,0000000000000000000035e0,,
rid_013794,ku_013794,au_002989,dev_014804,,0000000000000000000035e1,0000000000000000000035e1,pay_008473,
rid_013795,ku_013795,au_008991,dev_021204,ck_001771,0000000000000000000035e2,0000000000000000000035e2,pay_004383,sup_006493
rid_013796,ku_013796,,dev_006902,ck_004085,0000000000000000000035e3,0000000000000000000035e3,pay_002535,
rid_013797,ku_013797,au_000623,dev_006959,ck_004674,0000000000000000000035e4,0000000000000000000035e4,pay_011624,sup_007468
rid_013798,ku_013798,au_003776,dev_012865,ck_018502,0000000000000000000035e5,0000000000000000000035e5,pay_006239,
rid_013799,ku_013799,,,ck_008268,0000000000000000000035e6,0000000000000000000035e6,,sup_004064
rid_013800,ku_013800,au_012917,dev_014009,,0000000000000000000035e7,0000000000000000000035e7,pay_011296,
rid_013801,ku_013801,,dev_003874,ck_029879,0000000000000000000035e8,0000000000000000000035e8,,
rid_013802,ku_013802,au_016194,dev_007730,ck_002632,0000000000000000000035e9,0000000000000000000035e9,pay_013501,sup_004677
rid_013803,ku_013803,,dev_027738,ck_025703,0000000000000000000035ea,0000000000000000000035ea,pay_019109,sup_007393
rid_013804,ku_013804,au_007165,dev_020835,ck_012800,0000000000000000000035eb,0000000000000000000035eb,,
rid_013805,ku_013805,au_020900,dev_030770,ck_017975,0000000000000000000035ec,0000000000000000000035ec,pay_005673,
rid_013806,ku_013806,au_020715,dev_011648,,0000000000000000000035ed,0000000000000000000035ed,pay_shared_001,sup_006438
rid_013807,ku_013807,au_007747,dev_016999,ck_037913,0000000000000000000035ee,0000000000000000000035ee,pay_019143,sup_008012
rid_013808,ku_013808,,dev_006107,ck_037212,0000000000000000000035ef,0000000000000000000035ef,pay_014053,sup_004400
rid_013809,ku_013809,au_029929,dev_027659,ck_010799,0000000000000000000035f0,0000000000000000000035f0,pay_009387,
rid_013810,ku_013810,au_002644,dev_007026,,0000000000000000000035f1,0000000000000000000035f1,pay_009815,sup_003521
rid_013811,ku_013811,au_000069,dev_002101,ck_000974,0000000000000000000035f2,0000000000000000000035f2,pay_015977,
rid_013812,ku_013812,,dev_018355,ck_007528,0000000000000000000035f3,0000000000000000000035f3,pay_008001,
rid_013813,ku_013813,au_013829,dev_004074,ck_018855,0000000000000000000035f4,0000000000000000000035f4,pay_002439,sup_008166
rid_013814,ku_013814,au_021843,dev_026267,ck_003332,0000000000000000000035f5,0000000000000000000035f5,,sup_005717
rid_013815,ku_013815,au_011242,dev_000835,ck_000281,0000000000000000000035f6,0000000000000000000035f6,,
rid_013816,ku_013816,au_013002,,,0000000000000000000035f7,0000000000000000000035f7,pay_000249,sup_000304
rid_013817,ku_013817,,dev_001025,,0000000000000000000035f8,0000000000000000000035f8,pay_011691,
rid_013818,ku_013818,au_004041,,ck_015201,0000000000000000000035f9,0000000000000000000035f9,pay_017930,sup_007880
rid_013819,ku_013819,au_004551,dev_001791,ck_012941,0000000000000000000035fa,0000000000000000000035fa,,
rid_013820,ku_013820,au_000628,dev_012475,ck_003115,0000000000000000000035fb,0000000000000000000035fb,pay_002349,
rid_013821,ku_013821,au_000411,,ck_016181,0000000000000000000035fc,0000000000000000000035fc,,sup_008930
rid_013822,ku_013822,,dev_000045,ck_010865,0000000000000000000035fd,0000000000000000000035fd,pay_005745,sup_002448
rid_013823,ku_013823,au_014314,dev_007363,ck_007463,0000000000000000000035fe,0000000000000000000035fe,pay_001347,
rid_013824,ku_013824,au_008863,dev_007166,ck_023915,0000000000000000000035ff,0000000000000000000035ff,pay_010996,
rid_013825,ku_013825,au_002582,dev_024563,ck_012277,000000000000000000003600,000000000000000000003600,pay_003360,sup_002823
rid_013826,ku_013826,,dev_010534,ck_025182,000000000000000000003601,000000000000000000003601,pay_002321,
rid_013827,ku_013827,au_024269,dev_004236,ck_010349,000000000000000000003602,000000000000000000003602,pay_011279,
rid_013828,ku_013828,au_009701,dev_018932,ck_005468,000000000000000000003603,000000000000000000003603,pay_005773,
rid_013829,ku_013829,au_008587,dev_017027,ck_009260,000000000000000000003604,000000000000000000003604,,
rid_013830,ku_013830,au_012381,dev_014017,ck_001075,000000000000000000003605,000000000000000000003605,pay_001216,
rid_013831,ku_013831,au_001598,,ck_037136,000000000000000000003606,000000000000000000003606,,
rid_013832,ku_013832,au_018275,dev_006685,ck_011974,000000000000000000003607,000000000000000000003607,,sup_001449
rid_013833,ku_013833,au_029116,dev_021656,ck_000700,000000000000000000003608,000000000000000000003608,pay_000348,sup_007499
rid_013834,ku_013834,au_003595,dev_017576,ck_029871,000000000000000000003609,000000000000000000003609,pay_020537,sup_003622
rid_013835,ku_013835,au_003037,dev_019698,,00000000000000000000360a,00000000000000000000360a,pay_006556,sup_001669
rid_013836,ku_013836,au_016871,dev_004393,,00000000000000000000360b,00000000000000000000360b,pay_000236,
rid_013837,ku_013837,au_016895,dev_009505,ck_002205,00000000000000000000360c,00000000000000000000360c,pay_007430,
rid_013838,ku_013838,,dev_012468,ck_008937,00000000000000000000360d,00000000000000000000360d,pay_003121,
rid_013839,ku_013839,au_029069,dev_010142,ck_006307,00000000000000000000360e,00000000000000000000360e,pay_011532,sup_005046
rid_013840,ku_013840,au_000380,dev_007358,,00000000000000000000360f,00000000000000000000360f,pay_018392,sup_005646
rid_013841,ku_013841,,dev_001298,ck_001369,000000000000000000003610,000000000000000000003610,pay_006111,sup_005359
rid_013842,ku_013842,au_018576,dev_010689,ck_016847,000000000000000000003611,000000000000000000003611,pay_008846,
rid_013843,ku_013843,au_003879,dev_003957,ck_009029,000000000000000000003612,000000000000000000003612,pay_007132,sup_000085
rid_013844,ku_013844,au_000176,,ck_025758,000000000000000000003613,000000000000000000003613,pay_003082,sup_003009
rid_013845,ku_013845,au_004080,dev_007013,ck_022738,000000000000000000003614,000000000000000000003614,,
rid_013846,ku_013846,au_013655,dev_010703,ck_020312,000000000000000000003615,000000000000000000003615,,sup_000183
rid_013847,ku_013847,au_011713,dev_023409,,000000000000000000003616,000000000000000000003616,,sup_008567
rid_013848,ku_013848,au_018746,dev_031880,ck_022098,000000000000000000003617,000000000000000000003617,,sup_006862
rid_013849,ku_013849,au_004569,,ck_010637,000000000000000000003618,000000000000000000003618,pay_003604,
rid_013850,ku_013850,au_010725,,ck_007364,000000000000000000003619,000000000000000000003619,pay_003900,
rid_013851,ku_013851,,dev_031758,ck_021851,00000000000000000000361a,00000000000000000000361a,pay_009455,sup_003420
rid_013852,ku_013852,au_024678,dev_027049,ck_023476,00000000000000000000361b,00000000000000000000361b,pay_000205,
rid_013853,ku_013853,,dev_004590,ck_003229,00000000000000000000361c,00000000000000000000361c,pay_005876,sup_001254
rid_013854,ku_013854,au_014392,dev_018541,ck_008088,00000000000000000000361d,00000000000000000000361d,,sup_004892
rid_013855,ku_013855,au_004796,dev_006554,ck_022198,00000000000000000000361e,00000000000000000000361e,pay_014334,sup_008264
rid_013856,ku_013856,au_015044,,ck_016870,00000000000000000000361f,00000000000000000000361f,,
rid_013857,ku_013857,au_002137,,,000000000000000000003620,000000000000000000003620,pay_002093,
rid_013858,ku_013858,,dev_008635,ck_026481,000000000000000000003621,000000000000000000003621,,sup_003462
rid_013859,ku_013859,au_018591,dev_000188,ck_009550,000000000000000000003622,000000000000000000003622,pay_014885,
rid_013860,ku_013860,au_016050,,ck_010214,000000000000000000003623,000000000000000000003623,pay_006585,sup_002800
rid_013861,ku_013861,au_027180,dev_001292,ck_002603,000000000000000000003624,000000000000000000003624,pay_000803,
rid_013862,ku_013862,au_003150,dev_005855,ck_015604,000000000000000000003625,000000000000000000003625,pay_014138,sup_004480
rid_013863,ku_013863,au_006860,dev_013235,ck_001334,000000000000000000003626,000000000000000000003626,,
rid_013864,ku_013864,au_003217,,ck_009577,000000000000000000003627,000000000000000000003627,pay_012223,
rid_013865,ku_013865,au_007137,dev_001003,ck_003362,000000000000000000003628,000000000000000000003628,,
rid_013866,ku_013866,au_004807,dev_007054,ck_006829,000000000000000000003629,000000000000000000003629,pay_001532,sup_001990
rid_013867,ku_013867,,,ck_002966,00000000000000000000362a,00000000000000000000362a,pay_008997,
rid_013868,ku_013868,au_006037,,ck_016886,00000000000000000000362b,00000000000000000000362b,pay_002034,
rid_013869,ku_013869,au_015311,dev_010731,ck_035277,00000000000000000000362c,00000000000000000000362c,pay_000869,
rid_013870,ku_013870,,,,00000000000000000000362d,00000000000000000000362d,pay_012401,
rid_013871,ku_013871,,dev_014415,ck_016544,00000000000000000000362e,00000000000000000000362e,pay_012935,sup_008144
rid_013872,ku_013872,au_021750,dev_003189,ck_005578,00000000000000000000362f,00000000000000000000362f,,sup_008077
rid_013873,ku_013873,au_001741,dev_005909,ck_001282,000000000000000000003630,000000000000000000003630,,
rid_013874,ku_013874,,dev_027814,,000000000000000000003631,000000000000000000003631,pay_007038,
rid_013875,ku_013875,au_008463,dev_004949,ck_019775,000000000000000000003632,000000000000000000003632,pay_011874,
rid_013876,ku_013876,au_014532,dev_028301,ck_021625,000000000000000000003633,000000000000000000003633,pay_012146,sup_004289
rid_013877,ku_013877,au_000603,dev_001849,ck_003089,000000000000000000003634,000000000000000000003634,pay_017480,sup_004973
rid_013878,ku_013878,au_020284,dev_012136,ck_025463,000000000000000000003635,000000000000000000003635,,sup_001955
rid_013879,ku_013879,,dev_023716,ck_002872,000000000000000000003636,000000000000000000003636,,sup_005631
rid_013880,ku_013880,au_020312,dev_014115,ck_026268,000000000000000000003637,000000000000000000003637,,sup_000600
rid_013881,ku_013881,au_019225,dev_014629,ck_018168,000000000000000000003638,000000000000000000003638,,
rid_013882,ku_013882,au_001373,dev_005150,ck_024193,000000000000000000003639,000000000000000000003639,pay_015834,sup_001325
rid_013883,ku_013883,au_022344,dev_024291,ck_010133,00000000000000000000363a,00000000000000000000363a,,sup_007377
rid_013884,ku_013884,au_001564,dev_017007,ck_004092,00000000000000000000363b,00000000000000000000363b,pay_007673,sup_004046
rid_013885,ku_013885,au_009734,dev_009232,ck_011050,00000000000000000000363c,00000000000000000000363c,pay_016187,sup_008043
rid_013886,ku_013886,,dev_023102,ck_003308,00000000000000000000363d,00000000000000000000363d,pay_002168,
rid_013887,ku_013887,au_010982,dev_025354,ck_012516,00000000000000000000363e,00000000000000000000363e,,
rid_013888,ku_013888,au_004653,dev_025709,ck_013617,00000000000000000000363f,00000000000000000000363f,pay_018913,
rid_013889,ku_013889,,,ck_001306,000000000000000000003640,000000000000000000003640,pay_002810,
rid_013890,ku_013890,au_006076,,ck_006090,000000000000000000003641,000000000000000000003641,,
rid_013891,ku_013891,,dev_001646,,000000000000000000003642,000000000000000000003642,pay_001755,
rid_013892,ku_013892,,dev_023542,ck_026184,000000000000000000003643,000000000000000000003643,,sup_000940
rid_013893,ku_013893,au_027977,dev_009635,ck_018216,000000000000000000003644,000000000000000000003644,,sup_005685
rid_013894,ku_013894,,,ck_015300,000000000000000000003645,000000000000000000003645,pay_015801,
rid_013895,ku_013895,,dev_007058,ck_004048,000000000000000000003646,000000000000000000003646,,sup_005030
rid_013896,ku_013896,au_022895,,ck_009846,000000000000000000003647,000000000000000000003647,,sup_006608
rid_013897,ku_013897,au_012448,,ck_019051,000000000000000000003648,000000000000000000003648,pay_001805,
rid_013898,ku_013898,,dev_025663,ck_005237,000000000000000000003649,000000000000000000003649,pay_008211,
rid_013899,ku_013899,,dev_008818,ck_036490,00000000000000000000364a,00000000000000000000364a,,
rid_013900,ku_013900,au_005813,dev_020060,ck_012985,00000000000000000000364b,00000000000000000000364b,pay_009691,sup_008885
rid_013901,ku_013901,,,ck_022605,00000000000000000000364c,00000000000000000000364c,,sup_005131
rid_013902,ku_013902,,dev_030984,ck_007676,00000000000000000000364d,00000000000000000000364d,pay_019569,sup_002677
rid_013903,ku_013903,,,ck_000709,00000000000000000000364e,00000000000000000000364e,pay_003269,sup_005804
rid_013904,ku_013904,au_014050,dev_000578,ck_012293,00000000000000000000364f,00000000000000000000364f,pay_002215,sup_003287
rid_013905,ku_013905,au_001392,dev_010584,ck_000266,000000000000000000003650,000000000000000000003650,pay_008784,sup_000746
rid_013906,ku_013906,au_000844,dev_001192,ck_019984,000000000000000000003651,000000000000000000003651,pay_016969,sup_008670
rid_013907,ku_013907,au_013055,dev_030383,ck_012649,000000000000000000003652,000000000000000000003652,pay_022267,sup_002841
rid_013908,ku_013908,au_000903,dev_003728,ck_018600,000000000000000000003653,000000000000000000003653,,sup_004517
rid_013909,ku_013909,au_000563,,ck_002063,000000000000000000003654,000000000000000000003654,pay_012168,sup_006706
rid_013910,ku_013910,au_010969,dev_015864,ck_002639,000000000000000000003655,000000000000000000003655,pay_020294,
rid_013911,ku_013911,au_003243,,ck_013742,000000000000000000003656,000000000000000000003656,,sup_002860
rid_013912,ku_013912,au_026164,dev_000649,ck_025587,000000000000000000003657,000000000000000000003657,,
rid_013913,ku_013913,au_021131,dev_009035,ck_011776,000000000000000000003658,000000000000000000003658,,
rid_013914,ku_013914,au_008073,dev_006908,ck_031186,000000000000000000003659,000000000000000000003659,pay_007103,sup_004812
rid_013915,ku_013915,au_003427,,ck_033417,00000000000000000000365a,00000000000000000000365a,pay_020940,sup_003442
rid_013916,ku_013916,au_004145,dev_002688,ck_007437,00000000000000000000365b,00000000000000000000365b,,sup_001715
rid_013917,ku_013917,au_023315,dev_000639,ck_015721,00000000000000000000365c,00000000000000000000365c,,sup_002835
