real_identity_id,cookie_id,browser_family,cookie_created_at,reset_generation
rid_015447,ck_036014,edge,2025-02-17 01:05:00,1
rid_012935,ck_036015,chrome,2025-02-17 01:10:00,3
rid_002808,ck_036016,edge,2025-02-17 01:15:00,3
rid_018755,ck_036017,chrome,2025-02-17 01:20:00,0
rid_012540,ck_036018,chrome,2025-02-17 01:25:00,3
rid_010342,ck_036019,safari,2025-02-17 01:30:00,0
rid_019349,ck_036020,edge,2025-02-17 01:35:00,1
rid_013443,ck_036021,safari,2025-02-17 01:40:00,1
rid_012523,ck_036022,edge,2025-02-17 01:45:00,1
rid_003189,ck_036023,edge,2025-02-17 01:50:00,1
rid_010715,ck_036024,firefox,2025-02-17 01:55:00,3
rid_019861,ck_036025,chrome,2025-02-17 02:00:00,0
rid_009323,ck_036026,edge,2025-02-17 02:05:00,1
rid_017976,ck_036027,chrome,2025-02-17 02:10:00,0
rid_010741,ck_036028,edge,2025-02-17 02:15:00,0
rid_006215,ck_036029,chrome,2025-02-17 02:20:00,3
rid_008834,ck_036030,edge,2025-02-17 02:25:00,0
rid_006828,ck_036031,firefox,2025-02-17 02:30:00,1
rid_011518,ck_036032,safari,2025-02-17 02:35:00,2
rid_012558,ck_036033,edge,2025-02-17 02:40:00,1
rid_013189,ck_036034,firefox,2025-02-17 02:45:00,1
rid_011280,ck_036035,edge,2025-02-17 02:50:00,2
rid_002082,ck_036036,chrome,2025-02-17 02:55:00,3
rid_002005,ck_036037,firefox,2025-02-17 03:00:00,0
rid_019697,ck_036038,chrome,2025-02-17 03:05:00,3
rid_004763,ck_036039,chrome,2025-02-17 03:10:00,3
rid_014397,ck_036040,edge,2025-02-17 03:15:00,3
rid_015180,ck_036041,chrome,2025-02-17 03:20:00,0
rid_014279,ck_036042,firefox,2025-02-17 03:25:00,1
rid_012831,ck_036043,edge,2025-02-17 03:30:00,1
rid_009349,ck_036044,chrome,2025-02-17 03:35:00,0
rid_000472,ck_036045,chrome,2025-02-17 03:40:00,1
rid_005192,ck_036046,safari,2025-02-17 03:45:00,0
rid_010237,ck_036047,safari,2025-02-17 03:50:00,0
rid_001128,ck_036048,firefox,2025-02-17 03:55:00,1
rid_001944,ck_036049,chrome,2025-02-17 04:00:00,3
rid_010834,ck_036050,chrome,2025-02-17 04:05:00,0
rid_014351,ck_036051,edge,2025-02-17 04:10:00,3
rid_003012,ck_036052,edge,2025-02-17 04:15:00,1
rid_005919,ck_036053,edge,2025-02-17 04:20:00,2
rid_001276,ck_036054,firefox,2025-02-17 04:25:00,3
rid_018452,ck_036055,firefox,2025-02-17 04:30:00,0
rid_018748,ck_036056,firefox,2025-02-17 04:35:00,2
rid_012507,ck_036057,firefox,2025-02-17 04:40:00,0
rid_018660,ck_036058,edge,2025-02-17 04:45:00,0
rid_014651,ck_036059,chrome,2025-02-17 04:50:00,1
rid_011371,ck_036060,firefox,2025-02-17 04:55:00,1
rid_011868,ck_036061,firefox,2025-02-17 05:00:00,0
rid_008006,ck_036062,safari,2025-02-17 05:05:00,2
rid_007236,ck_036063,edge,2025-02-17 05:10:00,1
rid_007389,ck_036064,firefox,2025-02-17 05:15:00,2
rid_018881,ck_036065,firefox,2025-02-17 05:20:00,2
rid_006421,ck_036066,firefox,2025-02-17 05:25:00,0
rid_011923,ck_036067,chrome,2025-02-17 05:30:00,1
rid_010253,ck_036068,firefox,2025-02-17 05:35:00,3
rid_004170,ck_036069,edge,2025-02-17 05:40:00,0
rid_005170,ck_036070,firefox,2025-02-17 05:45:00,2
rid_013912,ck_036071,edge,2025-02-17 05:50:00,2
rid_006283,ck_036072,firefox,2025-02-17 05:55:00,1
rid_004184,ck_036073,edge,2025-02-17 06:00:00,3
rid_015309,ck_036074,safari,2025-02-17 06:05:00,1
rid_003807,ck_036075,firefox,2025-02-17 06:10:00,0
rid_016323,ck_036076,firefox,2025-02-17 06:15:00,0
rid_003779,ck_036077,firefox,2025-02-17 06:20:00,0
rid_016314,ck_036078,edge,2025-02-17 06:25:00,0
rid_000386,ck_036079,edge,2025-02-17 06:30:00,2
rid_001572,ck_036080,chrome,2025-02-17 06:35:00,2
rid_013188,ck_036081,edge,2025-02-17 06:40:00,0
rid_018662,ck_036082,firefox,2025-02-17 06:45:00,2
rid_001811,ck_036083,firefox,2025-02-17 06:50:00,2
rid_001224,ck_036084,firefox,2025-02-17 06:55:00,0
rid_017922,ck_036085,firefox,2025-02-17 07:00:00,0
rid_008866,ck_036086,edge,2025-02-17 07:05:00,0
rid_014975,ck_036087,firefox,2025-02-17 07:10:00,3
rid_000129,ck_036088,edge,2025-02-17 07:15:00,3
rid_012859,ck_036089,edge,2025-02-17 07:20:00,0
rid_000541,ck_036090,safari,2025-02-17 07:25:00,1
rid_002792,ck_036091,firefox,2025-02-17 07:30:00,3
rid_008221,ck_036092,safari,2025-02-17 07:35:00,2
rid_013409,ck_036093,safari,2025-02-17 07:40:00,3
rid_013267,ck_036094,firefox,2025-02-17 07:45:00,3
rid_013069,ck_036095,firefox,2025-02-17 07:50:00,2
rid_018643,ck_036096,edge,2025-02-17 07:55:00,3
rid_008360,ck_036097,edge,2025-02-17 08:00:00,3
rid_000828,ck_036098,firefox,2025-02-17 08:05:00,1
rid_018505,ck_036099,safari,2025-02-17 08:10:00,2
rid_003605,ck_036100,chrome,2025-02-17 08:15:00,2
rid_005889,ck_036101,firefox,2025-02-17 08:20:00,3
rid_012489,ck_036102,chrome,2025-02-17 08:25:00,2
rid_003872,ck_036103,firefox,2025-02-17 08:30:00,1
rid_018811,ck_036104,chrome,2025-02-17 08:35:00,2
rid_014488,ck_036105,edge,2025-02-17 08:40:00,0
rid_016873,ck_036106,firefox,2025-02-17 08:45:00,0
rid_014484,ck_036107,firefox,2025-02-17 08:50:00,3
rid_004180,ck_036108,safari,2025-02-17 08:55:00,1
rid_015696,ck_036109,edge,2025-02-17 09:00:00,1
rid_006767,ck_036110,safari,2025-02-17 09:05:00,3
rid_008052,ck_036111,chrome,2025-02-17 09:10:00,3
rid_010443,ck_036112,safari,2025-02-17 09:15:00,2
rid_016616,ck_036113,edge,2025-02-17 09:20:00,1
rid_006038,ck_036114,firefox,2025-02-17 09:25:00,0
rid_001847,ck_036115,edge,2025-02-17 09:30:00,3
rid_000007,ck_036116,safari,2025-02-17 09:35:00,2
rid_018559,ck_036117,chrome,2025-02-17 09:40:00,2
rid_004602,ck_036118,chrome,2025-02-17 09:45:00,1
rid_017586,ck_036119,safari,2025-02-17 09:50:00,1
rid_015663,ck_036120,firefox,2025-02-17 09:55:00,0
rid_004744,ck_036121,safari,2025-02-17 10:00:00,2
rid_012896,ck_036122,edge,2025-02-17 10:05:00,1
rid_002263,ck_036123,edge,2025-02-17 10:10:00,1
rid_018865,ck_036124,safari,2025-02-17 10:15:00,0
rid_002837,ck_036125,firefox,2025-02-17 10:20:00,0
rid_000600,ck_036126,safari,2025-02-17 10:25:00,3
rid_018365,ck_036127,chrome,2025-02-17 10:30:00,3
rid_019744,ck_036128,edge,2025-02-17 10:35:00,2
rid_004787,ck_036129,firefox,2025-02-17 10:40:00,1
rid_001989,ck_036130,safari,2025-02-17 10:45:00,0
rid_007175,ck_036131,firefox,2025-02-17 10:50:00,0
rid_000792,ck_036132,edge,2025-02-17 10:55:00,2
rid_017297,ck_036133,edge,2025-02-17 11:00:00,2
rid_004993,ck_036134,chrome,2025-02-17 11:05:00,2
rid_004863,ck_036135,safari,2025-02-17 11:10:00,0
rid_000339,ck_036136,chrome,2025-02-17 11:15:00,2
rid_018306,ck_036137,edge,2025-02-17 11:20:00,1
rid_003526,ck_036138,safari,2025-02-17 11:25:00,1
rid_001494,ck_036139,firefox,2025-02-17 11:30:00,2
rid_005560,ck_036140,safari,2025-02-17 11:35:00,1
rid_000703,ck_036141,safari,2025-02-17 11:40:00,1
rid_013183,ck_036142,safari,2025-02-17 11:45:00,3
rid_012679,ck_036143,edge,2025-02-17 11:50:00,2
rid_009472,ck_036144,safari,2025-02-17 11:55:00,2
rid_008981,ck_036145,safari,2025-02-17 12:00:00,0
rid_018619,ck_036146,edge,2025-02-17 12:05:00,2
rid_016366,ck_036147,firefox,2025-02-17 12:10:00,0
rid_004624,ck_036148,firefox,2025-02-17 12:15:00,1
rid_002963,ck_036149,chrome,2025-02-17 12:20:00,3
rid_011236,ck_036150,chrome,2025-02-17 12:25:00,0
rid_001477,ck_036151,firefox,2025-02-17 12:30:00,0
rid_012358,ck_036152,chrome,2025-02-17 12:35:00,1
rid_012271,ck_036153,chrome,2025-02-17 12:40:00,2
rid_015169,ck_036154,safari,2025-02-17 12:45:00,3
rid_018054,ck_036155,edge,2025-02-17 12:50:00,0
rid_008881,ck_036156,firefox,2025-02-17 12:55:00,3
rid_011907,ck_036157,firefox,2025-02-17 13:00:00,3
rid_017916,ck_036158,edge,2025-02-17 13:05:00,0
rid_016946,ck_036159,edge,2025-02-17 13:10:00,2
rid_000307,ck_036160,firefox,2025-02-17 13:15:00,1
rid_013652,ck_036161,chrome,2025-02-17 13:20:00,3
rid_003688,ck_036162,edge,2025-02-17 13:25:00,2
rid_002696,ck_036163,firefox,2025-02-17 13:30:00,1
rid_013998,ck_036164,edge,2025-02-17 13:35:00,2
rid_010813,ck_036165,chrome,2025-02-17 13:40:00,1
rid_018753,ck_036166,firefox,2025-02-17 13:45:00,1
rid_002296,ck_036167,chrome,2025-02-17 13:50:00,1
rid_017034,ck_036168,safari,2025-02-17 13:55:00,1
rid_013387,ck_036169,edge,2025-02-17 14:00:00,0
rid_018367,ck_036170,firefox,2025-02-17 14:05:00,1
rid_006533,ck_036171,firefox,2025-02-17 14:10:00,3
rid_008534,ck_036172,safari,2025-02-17 14:15:00,2
rid_017828,ck_036173,edge,2025-02-17 14:20:00,2
rid_019806,ck_036174,chrome,2025-02-17 14:25:00,2
rid_001716,ck_036175,safari,2025-02-17 14:30:00,3
rid_009464,ck_036176,safari,2025-02-17 14:35:00,1
rid_015982,ck_036177,edge,2025-02-17 14:40:00,1
rid_002125,ck_036178,chrome,2025-02-17 14:45:00,1
rid_011229,ck_036179,firefox,2025-02-17 14:50:00,3
rid_016040,ck_036180,chrome,2025-02-17 14:55:00,1
rid_002041,ck_036181,edge,2025-02-17 15:00:00,1
rid_008498,ck_036182,safari,2025-02-17 15:05:00,2
rid_005834,ck_036183,safari,2025-02-17 15:10:00,1
rid_000239,ck_036184,safari,2025-02-17 15:15:00,3
rid_004703,ck_036185,chrome,2025-02-17 15:20:00,2
rid_002278,ck_036186,edge,2025-02-17 15:25:00,3
rid_004424,ck_036187,safari,2025-02-17 15:30:00,3
rid_015926,ck_036188,safari,2025-02-17 15:35:00,1
rid_014220,ck_036189,edge,2025-02-17 15:40:00,1
rid_015581,ck_036190,chrome,2025-02-17 15:45:00,1
rid_002589,ck_036191,edge,2025-02-17 15:50:00,0
rid_012501,ck_036192,safari,2025-02-17 15:55:00,3
rid_000770,ck_036193,edge,2025-02-17 16:00:00,0
rid_000807,ck_036194,chrome,2025-02-17 16:05:00,3
rid_007118,ck_036195,safari,2025-02-17 16:10:00,0
rid_004736,ck_036196,edge,2025-02-17 16:15:00,3
rid_003851,ck_036197,edge,2025-02-17 16:20:00,2
rid_001384,ck_036198,chrome,2025-02-17 16:25:00,2
rid_012779,ck_036199,firefox,2025-02-17 16:30:00,2
rid_007370,ck_036200,chrome,2025-02-17 16:35:00,2
rid_011957,ck_036201,edge,2025-02-17 16:40:00,2
rid_013479,ck_036202,edge,2025-02-17 16:45:00,2
rid_003448,ck_036203,firefox,2025-02-17 16:50:00,3
rid_004198,ck_036204,chrome,2025-02-17 16:55:00,0
rid_019790,ck_036205,firefox,2025-02-17 17:00:00,1
rid_017085,ck_036206,edge,2025-02-17 17:05:00,1
rid_010015,ck_036207,edge,2025-02-17 17:10:00,1
rid_005601,ck_036208,safari,2025-02-17 17:15:00,0
rid_009267,ck_036209,edge,2025-02-17 17:20:00,1
rid_019768,ck_036210,edge,2025-02-17 17:25:00,1
rid_004458,ck_036211,chrome,2025-02-17 17:30:00,2
rid_018020,ck_036212,safari,2025-02-17 17:35:00,0
rid_011031,ck_036213,safari,2025-02-17 17:40:00,1
rid_004836,ck_036214,edge,2025-02-17 17:45:00,1
rid_005948,ck_036215,edge,2025-02-17 17:50:00,2
rid_006574,ck_036216,edge,2025-02-17 17:55:00,3
rid_011793,ck_036217,firefox,2025-02-17 18:00:00,0
rid_007906,ck_036218,firefox,2025-02-17 18:05:00,0
rid_012677,ck_036219,chrome,2025-02-17 18:10:00,2
rid_012470,ck_036220,chrome,2025-02-17 18:15:00,0
rid_017637,ck_036221,chrome,2025-02-17 18:20:00,3
rid_004566,ck_036222,chrome,2025-02-17 18:25:00,3
rid_019435,ck_036223,safari,2025-02-17 18:30:00,3
rid_019870,ck_036224,edge,2025-02-17 18:35:00,1
rid_005517,ck_036225,edge,2025-02-17 18:40:00,3
rid_014395,ck_036226,firefox,2025-02-17 18:45:00,2
rid_017007,ck_036227,safari,2025-02-17 18:50:00,0
rid_004700,ck_036228,edge,2025-02-17 18:55:00,0
rid_009607,ck_036229,firefox,2025-02-17 19:00:00,1
rid_013672,ck_036230,safari,2025-02-17 19:05:00,0
rid_016334,ck_036231,chrome,2025-02-17 19:10:00,2
rid_016048,ck_036232,firefox,2025-02-17 19:15:00,2
rid_011360,ck_036233,edge,2025-02-17 19:20:00,2
rid_012461,ck_036234,safari,2025-02-17 19:25:00,3
rid_008934,ck_036235,chrome,2025-02-17 19:30:00,2
rid_004467,ck_036236,firefox,2025-02-17 19:35:00,0
rid_006510,ck_036237,edge,2025-02-17 19:40:00,3
rid_014986,ck_036238,safari,2025-02-17 19:45:00,2
rid_011010,ck_036239,safari,2025-02-17 19:50:00,2
rid_010777,ck_036240,edge,2025-02-17 19:55:00,1
rid_011079,ck_036241,edge,2025-02-17 20:00:00,3
rid_001766,ck_036242,safari,2025-02-17 20:05:00,0
rid_007945,ck_036243,edge,2025-02-17 20:10:00,0
rid_008472,ck_036244,firefox,2025-02-17 20:15:00,3
rid_010140,ck_036245,firefox,2025-02-17 20:20:00,2
rid_000490,ck_036246,edge,2025-02-17 20:25:00,3
rid_005489,ck_036247,chrome,2025-02-17 20:30:00,0
rid_018592,ck_036248,safari,2025-02-17 20:35:00,2
rid_005019,ck_036249,safari,2025-02-17 20:40:00,0
rid_012886,ck_036250,edge,2025-02-17 20:45:00,0
rid_015382,ck_036251,firefox,2025-02-17 20:50:00,0
rid_015942,ck_036252,safari,2025-02-17 20:55:00,3
rid_005461,ck_036253,chrome,2025-02-17 21:00:00,0
rid_014636,ck_036254,edge,2025-02-17 21:05:00,2
rid_007860,ck_036255,safari,2025-02-17 21:10:00,3
rid_013207,ck_036256,chrome,2025-02-17 21:15:00,3
rid_013101,ck_036257,safari,2025-02-17 21:20:00,1
rid_018628,ck_036258,safari,2025-02-17 21:25:00,3
rid_013986,ck_036259,safari,2025-02-17 21:30:00,0
rid_017792,ck_036260,edge,2025-02-17 21:35:00,3
rid_007519,ck_036261,chrome,2025-02-17 21:40:00,0
rid_013148,ck_036262,safari,2025-02-17 21:45:00,2
rid_011070,ck_036263,chrome,2025-02-17 21:50:00,0
rid_009400,ck_036264,firefox,2025-02-17 21:55:00,0
rid_018095,ck_036265,chrome,2025-02-17 22:00:00,3
rid_017215,ck_036266,chrome,2025-02-17 22:05:00,1
rid_016839,ck_036267,safari,2025-02-17 22:10:00,1
rid_001169,ck_036268,chrome,2025-02-17 22:15:00,2
rid_016480,ck_036269,chrome,2025-02-17 22:20:00,0
rid_012805,ck_036270,edge,2025-02-17 22:25:00,2
rid_016380,ck_036271,firefox,2025-02-17 22:30:00,0
rid_011012,ck_036272,chrome,2025-02-17 22:35:00,3
rid_017245,ck_036273,safari,2025-02-17 22:40:00,2
rid_005203,ck_036274,chrome,2025-02-17 22:45:00,3
rid_014492,ck_036275,chrome,2025-02-17 22:50:00,1
rid_000662,ck_036276,chrome,2025-02-17 22:55:00,0
rid_018008,ck_036277,edge,2025-02-17 23:00:00,1
rid_010119,ck_036278,edge,2025-02-17 23:05:00,0
rid_003104,ck_036279,safari,2025-02-17 23:10:00,1
rid_018053,ck_036280,firefox,2025-02-17 23:15:00,3
rid_018342,ck_036281,firefox,2025-02-17 23:20:00,0
rid_003809,ck_036282,chrome,2025-02-17 23:25:00,0
rid_012238,ck_036283,chrome,2025-02-17 23:30:00,3
rid_012061,ck_036284,edge,2025-02-17 23:35:00,2
rid_009452,ck_036285,edge,2025-02-17 23:40:00,1
rid_015832,ck_036286,firefox,2025-02-17 23:45:00,3
rid_011670,ck_036287,firefox,2025-02-17 23:50:00,2
rid_006254,ck_036288,edge,2025-02-17 23:55:00,3
rid_008189,ck_036289,safari,2025-02-18 00:00:00,2
rid_012089,ck_036290,chrome,2025-02-18 00:05:00,3
rid_013147,ck_036291,chrome,2025-02-18 00:10:00,1
rid_019611,ck_036292,edge,2025-02-18 00:15:00,0
rid_011595,ck_036293,chrome,2025-02-18 00:20:00,0
rid_000659,ck_036294,safari,2025-02-18 00:25:00,1
rid_012822,ck_036295,firefox,2025-02-18 00:30:00,0
rid_013925,ck_036296,safari,2025-02-18 00:35:00,3
rid_012709,ck_036297,chrome,2025-02-18 00:40:00,3
rid_015122,ck_036298,safari,2025-02-18 00:45:00,3
rid_000895,ck_036299,firefox,2025-02-18 00:50:00,2
rid_014466,ck_036300,firefox,2025-02-18 00:55:00,3
rid_017574,ck_036301,chrome,2025-02-18 01:00:00,3
rid_006726,ck_036302,firefox,2025-02-18 01:05:00,3
rid_005178,ck_036303,chrome,2025-02-18 01:10:00,3
rid_008907,ck_036304,firefox,2025-02-18 01:15:00,0
rid_004221,ck_036305,firefox,2025-02-18 01:20:00,0
rid_006124,ck_036306,chrome,2025-02-18 01:25:00,2
rid_003930,ck_036307,edge,2025-02-18 01:30:00,1
rid_002518,ck_036308,safari,2025-02-18 01:35:00,2
rid_015888,ck_036309,chrome,2025-02-18 01:40:00,0
rid_018373,ck_036310,firefox,2025-02-18 01:45:00,1
rid_010224,ck_036311,edge,2025-02-18 01:50:00,1
rid_016342,ck_036312,chrome,2025-02-18 01:55:00,2
rid_000258,ck_036313,safari,2025-02-18 02:00:00,0
rid_011645,ck_036314,edge,2025-02-18 02:05:00,0
rid_008492,ck_036315,chrome,2025-02-18 02:10:00,2
rid_011152,ck_036316,chrome,2025-02-18 02:15:00,1
rid_004378,ck_036317,chrome,2025-02-18 02:20:00,3
rid_017084,ck_036318,safari,2025-02-18 02:25:00,3
rid_014631,ck_036319,chrome,2025-02-18 02:30:00,3
rid_016909,ck_036320,chrome,2025-02-18 02:35:00,2
rid_004184,ck_036321,edge,2025-02-18 02:40:00,2
rid_018248,ck_036322,firefox,2025-02-18 02:45:00,2
rid_016549,ck_036323,safari,2025-02-18 02:50:00,1
rid_008951,ck_036324,chrome,2025-02-18 02:55:00,1
rid_019625,ck_036325,edge,2025-02-18 03:00:00,1
rid_000276,ck_036326,edge,2025-02-18 03:05:00,2
rid_016382,ck_036327,chrome,2025-02-18 03:10:00,0
rid_002639,ck_036328,safari,2025-02-18 03:15:00,1
rid_008428,ck_036329,firefox,2025-02-18 03:20:00,0
rid_000617,ck_036330,chrome,2025-02-18 03:25:00,1
rid_013798,ck_036331,firefox,2025-02-18 03:30:00,3
rid_010007,ck_036332,edge,2025-02-18 03:35:00,2
rid_001434,ck_036333,chrome,2025-02-18 03:40:00,0
rid_000485,ck_036334,edge,2025-02-18 03:45:00,0
rid_016947,ck_036335,chrome,2025-02-18 03:50:00,1
rid_001951,ck_036336,safari,2025-02-18 03:55:00,3
rid_002286,ck_036337,edge,2025-02-18 04:00:00,1
rid_012233,ck_036338,chrome,2025-02-18 04:05:00,1
rid_013408,ck_036339,chrome,2025-02-18 04:10:00,2
rid_005743,ck_036340,firefox,2025-02-18 04:15:00,0
rid_015038,ck_036341,edge,2025-02-18 04:20:00,0
rid_002781,ck_036342,chrome,2025-02-18 04:25:00,1
rid_017588,ck_036343,firefox,2025-02-18 04:30:00,0
rid_004721,ck_036344,edge,2025-02-18 04:35:00,1
rid_013775,ck_036345,safari,2025-02-18 04:40:00,0
rid_001216,ck_036346,chrome,2025-02-18 04:45:00,2
rid_016165,ck_036347,chrome,2025-02-18 04:50:00,0
rid_016110,ck_036348,edge,2025-02-18 04:55:00,2
rid_012345,ck_036349,edge,2025-02-18 05:00:00,3
rid_007148,ck_036350,edge,2025-02-18 05:05:00,2
rid_015775,ck_036351,firefox,2025-02-18 05:10:00,2
rid_012389,ck_036352,edge,2025-02-18 05:15:00,3
rid_013430,ck_036353,edge,2025-02-18 05:20:00,2
rid_001146,ck_036354,firefox,2025-02-18 05:25:00,1
rid_008196,ck_036355,firefox,2025-02-18 05:30:00,0
rid_017080,ck_036356,chrome,2025-02-18 05:35:00,1
rid_016202,ck_036357,chrome,2025-02-18 05:40:00,2
rid_017569,ck_036358,firefox,2025-02-18 05:45:00,3
rid_012967,ck_036359,chrome,2025-02-18 05:50:00,0
rid_005277,ck_036360,edge,2025-02-18 05:55:00,2
rid_011726,ck_036361,edge,2025-02-18 06:00:00,0
rid_005089,ck_036362,firefox,2025-02-18 06:05:00,1
rid_016819,ck_036363,firefox,2025-02-18 06:10:00,3
rid_009357,ck_036364,edge,2025-02-18 06:15:00,1
rid_019250,ck_036365,safari,2025-02-18 06:20:00,1
rid_015782,ck_036366,edge,2025-02-18 06:25:00,3
rid_009937,ck_036367,safari,2025-02-18 06:30:00,2
rid_016369,ck_036368,chrome,2025-02-18 06:35:00,3
rid_014441,ck_036369,chrome,2025-02-18 06:40:00,3
rid_006577,ck_036370,safari,2025-02-18 06:45:00,1
rid_007016,ck_036371,safari,2025-02-18 06:50:00,1
rid_003152,ck_036372,safari,2025-02-18 06:55:00,0
rid_003145,ck_036373,safari,2025-02-18 07:00:00,0
rid_012870,ck_036374,firefox,2025-02-18 07:05:00,2
rid_018477,ck_036375,chrome,2025-02-18 07:10:00,2
rid_019020,ck_036376,firefox,2025-02-18 07:15:00,2
rid_006091,ck_036377,firefox,2025-02-18 07:20:00,0
rid_008788,ck_036378,safari,2025-02-18 07:25:00,3
rid_009816,ck_036379,chrome,2025-02-18 07:30:00,0
rid_017855,ck_036380,safari,2025-02-18 07:35:00,3
rid_008144,ck_036381,edge,2025-02-18 07:40:00,2
rid_007267,ck_036382,firefox,2025-02-18 07:45:00,3
rid_019306,ck_036383,firefox,2025-02-18 07:50:00,0
rid_017500,ck_036384,firefox,2025-02-18 07:55:00,1
rid_000756,ck_036385,firefox,2025-02-18 08:00:00,1
rid_009887,ck_036386,firefox,2025-02-18 08:05:00,0
rid_019923,ck_036387,safari,2025-02-18 08:10:00,1
rid_012165,ck_036388,chrome,2025-02-18 08:15:00,1
rid_007067,ck_036389,firefox,2025-02-18 08:20:00,2
rid_008733,ck_036390,chrome,2025-02-18 08:25:00,1
rid_013376,ck_036391,firefox,2025-02-18 08:30:00,2
rid_012114,ck_036392,firefox,2025-02-18 08:35:00,0
rid_018457,ck_036393,chrome,2025-02-18 08:40:00,3
rid_002459,ck_036394,safari,2025-02-18 08:45:00,3
rid_012085,ck_036395,edge,2025-02-18 08:50:00,0
rid_008032,ck_036396,firefox,2025-02-18 08:55:00,1
rid_011602,ck_036397,edge,2025-02-18 09:00:00,2
rid_011400,ck_036398,firefox,2025-02-18 09:05:00,1
rid_002246,ck_036399,edge,2025-02-18 09:10:00,3
rid_013736,ck_036400,safari,2025-02-18 09:15:00,2
rid_007958,ck_036401,chrome,2025-02-18 09:20:00,0
rid_019244,ck_036402,edge,2025-02-18 09:25:00,3
rid_013953,ck_036403,safari,2025-02-18 09:30:00,0
rid_005802,ck_036404,safari,2025-02-18 09:35:00,3
rid_004315,ck_036405,firefox,2025-02-18 09:40:00,2
rid_017903,ck_036406,edge,2025-02-18 09:45:00,2
rid_009209,ck_036407,chrome,2025-02-18 09:50:00,1
rid_019321,ck_036408,firefox,2025-02-18 09:55:00,2
rid_015059,ck_036409,firefox,2025-02-18 10:00:00,0
rid_010371,ck_036410,edge,2025-02-18 10:05:00,3
rid_007361,ck_036411,chrome,2025-02-18 10:10:00,2
rid_011290,ck_036412,chrome,2025-02-18 10:15:00,2
rid_007112,ck_036413,chrome,2025-02-18 10:20:00,0
rid_014997,ck_036414,edge,2025-02-18 10:25:00,0
rid_008532,ck_036415,edge,2025-02-18 10:30:00,0
rid_013920,ck_036416,firefox,2025-02-18 10:35:00,2
rid_017036,ck_036417,chrome,2025-02-18 10:40:00,3
rid_009360,ck_036418,chrome,2025-02-18 10:45:00,2
rid_001405,ck_036419,firefox,2025-02-18 10:50:00,1
rid_014727,ck_036420,safari,2025-02-18 10:55:00,0
rid_019135,ck_036421,safari,2025-02-18 11:00:00,0
rid_018645,ck_036422,chrome,2025-02-18 11:05:00,1
rid_008402,ck_036423,chrome,2025-02-18 11:10:00,0
rid_012871,ck_036424,chrome,2025-02-18 11:15:00,2
rid_014557,ck_036425,chrome,2025-02-18 11:20:00,1
rid_014514,ck_036426,chrome,2025-02-18 11:25:00,0
rid_016723,ck_036427,chrome,2025-02-18 11:30:00,0
rid_016699,ck_036428,safari,2025-02-18 11:35:00,3
rid_016767,ck_036429,chrome,2025-02-18 11:40:00,0
rid_008819,ck_036430,safari,2025-02-18 11:45:00,1
rid_002062,ck_036431,chrome,2025-02-18 11:50:00,2
rid_006736,ck_036432,chrome,2025-02-18 11:55:00,0
rid_007025,ck_036433,safari,2025-02-18 12:00:00,0
rid_018081,ck_036434,edge,2025-02-18 12:05:00,3
rid_001135,ck_036435,firefox,2025-02-18 12:10:00,0
rid_011823,ck_036436,firefox,2025-02-18 12:15:00,0
rid_006984,ck_036437,safari,2025-02-18 12:20:00,2
rid_012842,ck_036438,chrome,2025-02-18 12:25:00,1
rid_006935,ck_036439,edge,2025-02-18 12:30:00,1
rid_007797,ck_036440,safari,2025-02-18 12:35:00,1
rid_014639,ck_036441,firefox,2025-02-18 12:40:00,2
rid_006607,ck_036442,firefox,2025-02-18 12:45:00,0
rid_001684,ck_036443,chrome,2025-02-18 12:50:00,1
rid_003274,ck_036444,firefox,2025-02-18 12:55:00,1
rid_013921,ck_036445,chrome,2025-02-18 13:00:00,2
rid_007597,ck_036446,firefox,2025-02-18 13:05:00,3
rid_010851,ck_036447,edge,2025-02-18 13:10:00,1
rid_009225,ck_036448,chrome,2025-02-18 13:15:00,3
rid_009578,ck_036449,chrome,2025-02-18 13:20:00,1
rid_019886,ck_036450,safari,2025-02-18 13:25:00,1
rid_009294,ck_036451,edge,2025-02-18 13:30:00,3
rid_006181,ck_036452,chrome,2025-02-18 13:35:00,3
rid_006278,ck_036453,edge,2025-02-18 13:40:00,0
rid_019680,ck_036454,edge,2025-02-18 13:45:00,3
rid_009108,ck_036455,edge,2025-02-18 13:50:00,0
rid_016538,ck_036456,firefox,2025-02-18 13:55:00,3
rid_010740,ck_036457,firefox,2025-02-18 14:00:00,1
rid_009419,ck_036458,safari,2025-02-18 14:05:00,2
rid_004861,ck_036459,firefox,2025-02-18 14:10:00,2
rid_004262,ck_036460,edge,2025-02-18 14:15:00,3
rid_005101,ck_036461,safari,2025-02-18 14:20:00,2
rid_001817,ck_036462,edge,2025-02-18 14:25:00,1
rid_017818,ck_036463,chrome,2025-02-18 14:30:00,3
rid_017783,ck_036464,firefox,2025-02-18 14:35:00,1
rid_004963,ck_036465,safari,2025-02-18 14:40:00,0
rid_006916,ck_036466,firefox,2025-02-18 14:45:00,0
rid_000290,ck_036467,edge,2025-02-18 14:50:00,0
rid_003994,ck_036468,safari,2025-02-18 14:55:00,2
rid_000237,ck_036469,chrome,2025-02-18 15:00:00,0
rid_012732,ck_036470,firefox,2025-02-18 15:05:00,3
